popularity,vote_count,release_year,cluster
138.61,4679,2022,1
55.005,302,1964,2
46.887,1180,1954,2
22.311,800,2007,0
37.758,1231,1964,2
37.93,647,1960,2
34.17,736,1996,0
31.065,1837,1987,2
90.93,5489,1985,2
15.517,351,1961,2
640.652,1256,2023,1
24.24,893,2021,0
75.833,5257,2018,0
51.781,10851,1982,1
25.758,338,2022,0
78.053,4603,2019,0
86.467,7309,2018,1
45.935,4025,2011,0
27.155,667,1962,2
39.64,2277,2013,0
29.224,702,2008,0
71.279,1322,1969,2
48.727,1120,1974,2
50.048,2593,2000,0
14.179,303,2012,0
64.812,1623,1978,2
13.75,616,1987,2
19.195,452,1950,2
203.185,8235,2021,1
17.612,442,2017,0
22.563,864,1989,2
24.621,734,1993,2
18.872,433,1934,2
69.807,2789,1977,2
21.507,374,2017,0
22.321,516,1973,2
18.305,400,1963,2
63.48,790,1995,0
13.141,1068,2009,0
18.465,1188,1994,0
14.932,545,1968,2
22.847,569,2018,0
27.016,2995,2013,0
26.722,491,2012,0
170.965,4987,2014,1
27.321,824,1985,2
21.801,748,1972,2
115.662,7089,1997,1
73.896,3401,1971,2
31.943,2149,2002,0
23.742,972,2009,0
29.628,1029,1970,2
25.423,3201,2008,0
22.823,733,1991,2
79.928,4399,2004,0
38.496,478,2018,0
18.588,333,1936,2
20.571,989,1986,2
22.266,1516,2018,0
82.166,11388,2018,1
177.624,9441,2019,1
13.476,443,2011,0
35.948,2752,2019,0
17.565,417,2010,0
28.544,407,2006,0
25.884,447,1947,2
63.708,5655,2001,0
33.154,1531,1967,2
39.663,5604,2017,0
27.913,1096,1993,2
34.195,834,2001,0
25.533,486,1999,0
23.5,367,1939,2
77.177,6044,2021,0
24.074,364,1998,0
84.381,2204,1994,0
66.247,3669,2020,0
26.684,2968,2014,0
33.172,321,2013,0
26.563,402,1934,2
34.733,1478,1992,2
26.307,2741,2005,0
155.897,2820,2023,0
27.785,1217,2006,0
105.52,4128,2018,0
66.151,3576,2015,0
54.961,14810,2016,1
17.057,344,1963,2
17.799,1036,1972,2
157.605,5959,1982,1
14.215,594,1975,2
41.94,1973,1978,2
168.403,1050,2023,0
20.199,1208,2019,0
126.489,2052,2017,0
32.193,599,1993,2
40.575,440,2018,0
63.019,2787,2020,0
24.405,616,2009,0
74.185,4884,2008,0
17.561,560,1946,2
24.251,797,1990,2
320.786,17010,2018,1
31.601,365,1970,2
19.857,373,1966,2
36.818,506,1948,2
22.75,4214,2013,0
52.338,7560,2010,1
24.151,524,2003,0
72.122,1376,1985,2
25.512,790,1933,2
23.488,495,2008,0
13.643,456,2008,0
13.226,418,2001,0
29.53,4381,2001,0
262.065,8577,1984,1
54.687,760,2011,0
26.983,955,1978,2
30.429,900,1935,2
72.017,1956,2019,0
17.288,960,1966,2
89.734,425,2023,0
22.419,498,1994,0
164.831,5881,1999,1
12.083,360,1971,2
12.042,1202,2016,0
27.488,400,2018,0
13.481,448,2016,0
12.205,876,2013,0
31.579,458,1944,2
16.949,322,1964,2
47.62,1537,1989,2
34.145,3902,2006,0
128.591,5576,2022,1
19.591,923,1996,0
46.645,393,2022,0
118.45,1875,2022,0
18.027,380,2021,0
58.152,6336,2015,0
22.472,445,2014,0
8.745,332,2003,0
5.979,1290,1998,0
46.487,1488,1931,2
13.457,495,1960,2
13.052,1160,2000,0
32.84,2867,1986,2
30.192,345,1971,2
15.341,818,2005,0
35.825,1090,2006,0
23.387,698,1984,2
14.034,425,2017,0
15.601,368,1938,2
13.95,335,1994,0
20.038,460,1979,2
19.119,557,1966,2
26.855,358,2022,0
16.433,314,2018,0
19.654,764,1998,0
11.486,362,2003,0
81.802,881,2023,0
12.932,451,2011,0
20.752,890,2009,0
44.389,10109,1990,1
113.428,2222,2023,0
15.399,326,2019,0
32.274,1722,2018,0
159.565,12454,2018,1
47.58,2180,2000,0
39.088,1569,1993,2
33.314,1638,2006,0
13.042,502,2015,0
5.861,1204,2007,0
21.086,1009,1956,2
57.05,8948,2002,1
31.989,662,2005,0
30.978,1031,1993,2
25.017,583,1988,2
69.364,12485,2014,1
23.233,343,1967,2
112.006,7865,1990,1
127.799,1180,2019,0
12.819,354,2001,0
51.163,4025,1993,0
33.057,1955,2006,0
67.793,2493,2014,0
11.344,537,1972,2
43.605,718,2017,0
11.078,465,1957,2
53.242,4913,2004,0
12.991,402,2023,0
68.565,474,2019,0
23.331,333,2009,0
32.374,826,1989,2
31.243,1056,1951,2
13.038,1769,2015,0
21.829,390,1978,2
74.728,2330,1971,2
16.839,579,2021,0
16.029,617,1974,2
22.443,1378,2002,0
22.996,1562,1990,2
57.061,1597,1991,2
24.424,1121,1994,0
20.077,426,2013,0
23.915,759,2011,0
27.36,2687,1975,2
43.229,1429,2004,0
4.725,2170,2010,0
22.609,1380,1988,2
18.424,375,2021,0
25.564,530,2021,0
21.228,652,2020,0
73.608,2230,2017,0
53.954,1731,1999,0
83.77,2933,2008,0
20.11,499,2022,0
69.972,3143,2011,0
19.119,401,1946,2
25.783,1824,1982,2
28.347,581,2021,0
22.893,477,2018,0
100.025,5671,2021,0
137.225,15989,2017,1
15.751,486,1945,2
50.024,4880,1992,2
66.363,5710,1997,0
23.032,1319,1956,2
91.658,7834,2005,1
27.814,386,2022,0
26.284,544,2020,0
21.139,597,1982,2
29.185,558,1961,2
317.917,2195,2024,1
51.316,2504,2022,0
5.971,336,2018,0
37.366,867,1938,2
14.882,397,2011,0
138.979,566,1932,2
33.94,1425,2018,0
44.348,785,2015,0
278.312,15152,2017,1
46.206,1745,2021,0
16.579,594,2017,0
25.282,705,1938,2
47.788,1720,2016,0
12.636,460,1935,2
78.252,5196,1995,0
43.558,3034,2020,0
16.323,455,2018,0
57.042,1885,2004,0
35.967,465,2021,0
13.507,522,2004,0
38.957,3192,2021,0
21.165,403,2009,0
20.704,720,2006,0
40.872,1026,1992,2
62.772,2851,1998,0
17.202,1233,1929,2
22.868,1279,2018,0
20.188,403,2000,0
43.629,1080,1976,2
84.283,10206,2019,1
117.359,22128,2016,1
20.976,984,1997,0
32.204,1530,2007,0
74.151,12883,2019,1
16.619,1025,2011,0
35.081,1198,2009,0
76.712,11197,2001,1
16.163,426,2016,0
118.062,3970,2014,0
72.842,6181,2014,0
14.129,458,2009,0
13.874,453,1997,0
24.326,361,1977,2
30.204,644,2021,0
17.635,2439,2016,0
72.104,9115,2009,1
22.063,594,1973,2
37.979,7424,2016,0
27.279,589,1980,2
18.695,818,1983,2
37.065,2656,2004,0
25.731,777,1996,0
15.461,774,2014,0
44.307,745,1960,2
27.265,372,2022,0
59.906,1022,2021,0
40.408,1342,2019,0
233.381,4967,2017,1
22.363,1339,1984,2
19.885,1266,1999,0
91.456,1218,2023,0
620.061,501,2024,1
61.129,4111,2013,0
85.222,4116,2011,0
15.838,659,1971,2
150.371,9596,2009,1
32.802,1160,2021,0
114.549,15104,2019,1
80.167,12498,2014,1
15.657,335,1965,2
31.039,859,1971,2
7.375,10793,1990,1
72.751,3024,2000,0
27.676,849,2013,0
21.497,356,1955,2
88.706,4281,1997,0
34.129,1688,2013,0
54.079,824,2007,0
17.843,427,1941,2
37.205,1604,1995,0
19.379,389,1963,2
90.864,18606,2014,1
29.912,815,1983,2
29.608,527,2018,0
9.093,1763,2014,0
68.171,16859,2013,1
27.544,391,2006,0
22.847,1327,1999,0
48.672,7371,2007,0
61.916,1757,1971,2
22.124,718,2018,0
106.553,2396,2019,0
16.584,648,2015,0
150.122,5929,1990,1
16.436,480,2021,0
162.333,7886,2018,1
38.565,1144,2016,0
34.04,776,1982,2
26.913,1928,2003,0
16.753,547,1962,2
20.268,1221,2004,0
78.468,480,1977,2
37.922,1791,1973,2
53.474,13237,2005,1
32.812,1155,2021,0
335.547,21528,2016,1
12.58,466,1961,2
233.536,1195,2023,1
9.416,857,2016,0
66.983,2129,2000,0
257.591,6619,1996,1
38.741,3062,2000,0
20.317,414,1997,0
18.96,377,2005,0
20.955,475,1974,2
22.941,772,1974,2
20.992,2011,2006,0
13.825,344,2006,0
15.841,439,2005,0
48.222,691,2006,0
12.527,326,2002,0
47.949,1957,2002,0
50.072,841,1945,2
54.307,7534,2014,1
15.297,318,1968,2
35.042,939,1965,2
23.129,844,1988,2
18.644,807,1965,2
43.763,1818,2012,0
24.17,370,1968,2
19.327,380,2002,0
39.168,3444,2001,0
65.551,8884,2004,1
40.185,2616,2017,0
36.467,1287,2022,0
12.174,633,2018,0
85.44,7188,2015,1
31.238,1033,2014,0
61.284,1420,2001,0
27.675,4174,1999,0
33.059,705,2017,0
44.033,3242,2012,0
22.779,485,1986,2
40.817,2386,1994,0
35.433,561,1953,2
295.375,2768,2022,1
29.057,910,1994,0
37.459,458,1962,2
67.002,1190,2021,0
48.558,411,1995,0
88.555,2757,2020,0
15.527,322,1944,2
17.579,647,2007,0
38.872,457,1999,0
17.159,652,2009,0
49.512,2380,1998,0
18.959,783,1940,2
22.539,1716,2019,0
38.668,566,2020,0
109.737,6498,1999,1
16.652,454,1968,2
22.096,826,2012,0
87.336,643,2023,0
26.076,1503,2018,0
41.329,561,2010,0
97.943,4208,1986,2
87.617,10429,2000,1
52.33,3922,1989,2
205.79,4325,2021,1
46.213,1499,2017,0
10.965,811,2014,0
13.631,437,1993,2
17.246,831,2005,0
87.457,5569,2006,0
31.973,749,2021,0
15.793,648,2018,0
24.191,2129,2014,0
48.072,1520,2013,0
17.742,384,2008,0
33.535,1552,1992,2
67.372,617,2019,0
73.518,2436,2021,0
19.923,978,2018,0
59.013,12750,2012,1
40.185,340,1984,2
38.915,2587,2007,0
293.297,1955,1976,1
108.755,906,2023,0
31.032,386,2021,0
177.628,13539,2018,1
66.756,1389,1998,0
44.956,3636,1997,0
26.551,520,2015,0
17.647,919,1992,2
85.985,11619,2006,1
21.715,1333,1986,2
23.022,849,1993,2
248.129,6975,1978,1
126.497,8227,2015,1
31.763,398,1954,2
43.112,555,2020,0
16.484,341,2020,0
9.132,977,2006,0
22.031,932,1973,2
31.415,1035,2001,0
75.694,7032,2003,1
9.917,948,2017,0
14.146,1187,2017,0
33.493,2469,1994,0
43.521,959,2021,0
380.859,4917,2022,1
38.473,6840,2016,0
35.464,1846,2013,0
114.258,10803,2008,1
20.598,401,2019,0
23.386,387,2016,0
25.554,1248,2007,0
52.099,3103,1990,2
40.811,2281,1981,2
14.851,641,2017,0
46.306,4201,2010,0
100.849,5463,2021,0
29.296,401,1999,0
26.716,397,1994,0
21.573,975,1985,2
29.009,1895,1995,0
22.431,1290,2019,0
19.076,381,2010,0
39.263,3364,2002,0
68.369,2295,1978,2
76.128,5595,1994,0
15.678,511,1958,2
375.667,21617,2018,1
12.028,430,1964,2
53.999,4913,2009,0
48.987,842,1972,2
44.777,3459,1981,2
22.218,641,2002,0
66.974,2986,2022,0
42.125,785,2022,0
27.18,622,1996,0
104.697,6449,1988,1
41.143,2398,1996,0
21.508,767,2006,0
82.141,3132,2023,0
9.982,1199,2017,0
52.552,3479,1993,0
38.449,2928,1992,2
62.452,2815,1999,0
31.033,487,1964,2
50.388,1422,1993,2
27.356,388,2022,0
20.882,454,2016,0
44.69,1084,1973,2
33.895,1082,1972,2
32.082,783,2020,0
28.104,896,1978,2
145.929,1985,1991,2
16.663,952,2019,0
31.052,425,2020,0
354.609,3336,2005,1
21.747,675,2017,0
77.256,5904,2021,0
34.871,1308,1973,2
21.78,544,1964,2
46.558,408,1944,2
33.372,489,1948,2
16.361,836,1967,2
13.495,356,2019,0
30.234,1394,2011,0
32.162,742,1969,2
24.988,705,2019,0
35.509,800,2008,0
30.088,4092,2014,0
53.206,1074,2022,0
22.978,2609,2010,0
20.766,446,1996,0
29.286,636,1968,2
116.588,5475,2001,1
49.463,1373,2022,0
151.254,4128,2017,1
21.189,609,1947,2
46.542,1181,1966,2
22.471,912,2004,0
21.111,313,2014,0
50.559,11890,2013,1
21.04,824,2012,0
15.063,393,1998,0
38.743,583,2007,0
43.416,2289,2018,0
17.502,635,1964,2
87.105,1925,2022,0
20.047,680,2021,0
68.581,5331,2015,0
70.146,6092,2012,0
14.464,305,1974,2
13.779,897,2003,0
25.369,726,1964,2
188.711,2569,2023,1
55.203,6728,2011,0
33.671,1279,1992,2
48.025,1570,2017,0
16.343,541,2017,0
19.469,1041,2016,0
12.809,393,2020,0
71.779,4145,2001,0
60.149,3927,2005,0
45.492,1100,2021,0
43.11,1551,2013,0
61.776,11662,2010,1
33.3,624,1965,2
24.679,334,1992,2
51.108,2365,2002,0
28.94,1238,1993,2
21.973,677,2022,0
9.278,350,1961,2
32.526,2021,2009,0
23.602,586,1989,2
17.997,347,2012,0
27.926,694,1947,2
49.595,3176,2007,0
31.869,452,1955,2
54.479,1230,2013,0
53.45,6479,2012,0
23.533,666,2016,0
25.517,1026,1991,2
33.113,401,2004,0
23.418,1352,1981,2
30.846,781,1960,2
45.208,6077,1997,0
39.559,1090,2020,0
16.98,942,1982,2
15.664,698,1986,2
144.684,12784,2002,1
17.022,464,2010,0
34.912,1547,1990,2
14.058,631,2003,0
26.129,893,1935,2
61.153,1715,2023,0
19.905,433,2015,0
49.99,4360,2006,0
14.849,344,1972,2
44.248,4029,1977,2
114.69,15391,2006,1
64.003,1524,2021,0
69.381,1197,2021,0
16.969,445,2011,0
36.367,2934,1940,2
63.188,751,2023,0
14.267,713,2017,0
16.436,374,2016,0
26.131,1099,2016,0
23.617,684,1970,2
86.651,7607,1989,1
23.026,385,2020,0
26.664,439,1957,2
53.197,497,1966,2
22.048,613,2022,0
46.525,637,2018,0
65.941,4921,2017,0
37.128,8684,2015,1
22.767,1443,2021,0
76.94,17874,2012,1
32.549,633,1993,2
24.981,395,1966,2
41.21,514,1993,2
26.813,1818,1992,2
32.482,503,2018,0
31.782,685,2015,0
48.248,3491,2002,0
22.182,469,1967,2
16.68,906,1952,2
22.569,3202,2013,0
21.667,312,1935,2
232.737,2813,1989,1
71.683,3398,1964,2
16.598,375,2011,0
18.971,495,1967,2
36.723,1840,2017,0
55.905,2785,2013,0
58.478,1958,1962,2
43.532,8368,2002,1
26.486,1457,2017,0
37.592,761,2006,0
38.197,2334,2017,0
77.736,15121,2013,1
15.871,1157,1979,2
11.178,302,2004,0
9.113,431,2002,0
14.477,728,1990,2
47.071,1934,1993,2
51.771,367,2022,0
239.549,4226,2023,1
146.015,5822,2020,1
345.629,16838,2017,1
28.553,1026,2013,0
9.443,694,1981,2
38.245,3129,2021,0
8.735,1085,2013,0
70.687,7583,2004,1
129.344,5895,1987,1
91.867,709,2023,0
110.84,3352,2022,0
27.57,989,1991,2
20.121,1059,2012,0
10.187,309,1918,2
14.191,890,2008,0
22.058,336,1996,0
39.251,1001,1981,2
82.324,11943,2012,1
34.193,656,2008,0
148.03,8829,2009,1
230.973,21164,2017,1
41.745,472,2014,0
34.518,730,2009,0
36.539,3079,2012,0
9.026,349,1976,2
21.269,651,2007,0
125.79,630,2024,0
164.349,747,2023,0
63.372,5135,2012,0
30.295,1692,2009,0
18.655,1173,1976,2
35.925,2999,2003,0
37.761,3986,2000,0
37.598,1060,2019,0
36.204,744,2019,0
22.409,518,1991,2
56.019,4869,1984,2
44.485,1565,2009,0
18.535,301,2003,0
106.568,2899,2020,0
38.349,1614,2016,0
22.657,454,1990,2
106.93,9227,2020,1
16.636,382,1964,2
37.795,363,1946,2
32.64,601,2018,0
26.635,1609,2018,0
20.591,807,1982,2
18.353,1783,1983,2
69.952,1438,2022,0
44.84,2254,2002,0
78.969,18334,2016,1
78.114,8852,2013,1
16.32,524,2001,0
88.59,12579,2017,1
23.515,1261,1981,2
22.585,1104,2007,0
54.232,397,1942,2
36.127,775,2021,0
19.868,348,1966,2
322.658,2666,1998,1
58.401,4893,1998,0
148.313,4461,2019,1
31.764,669,2013,0
29.39,840,2008,0
24.432,1126,2007,0
22.622,1152,2004,0
23.193,1290,1995,0
158.371,1141,2023,0
15.052,437,1992,2
14.336,461,2008,0
66.099,6376,2002,0
21.899,914,1953,2
15.76,550,2016,0
37.583,3450,2004,0
84.976,2076,2020,0
14.976,1058,1998,0
40.511,1725,1997,0
79.766,2622,2018,0
19.05,1068,2014,0
20.109,611,1977,2
123.306,16351,2009,1
54.14,7224,2004,0
64.534,679,2021,0
28.712,1126,1999,0
30.165,736,1933,2
11.445,336,2014,0
13.623,428,1983,2
53.56,1495,1972,2
24.581,359,1972,2
36.406,1366,1991,2
49.216,3861,2020,0
24.43,805,2004,0
20.982,388,2013,0
126.082,13785,2014,1
52.234,2558,2008,0
75.754,3419,2009,0
27.516,1700,2000,0
41.832,507,2014,0
25.072,665,2010,0
337.63,4863,1987,1
16.912,323,2020,0
253.961,10744,2014,1
18.059,888,2005,0
16.289,370,2019,0
70.452,5901,2019,0
126.997,3637,1976,2
160.529,2997,2015,0
69.829,3347,2017,0
36.981,4553,2005,0
26.936,2568,1987,2
13.211,477,2017,0
38.031,1860,2007,0
50.277,3787,1981,2
23.79,477,1959,2
116.85,8584,2022,1
154.748,3898,2014,1
33.016,1620,2012,0
41.098,3285,2011,0
42.592,743,1961,2
21.679,778,1979,2
50.926,3098,1998,0
9.569,484,1932,2
57.439,1406,2022,0
18.316,1342,2015,0
27.051,462,1975,2
117.037,1601,1989,2
32.833,400,1968,2
84.089,372,1971,2
25.981,593,1953,2
39.255,3603,2007,0
55.721,4565,2007,0
24.155,645,2021,0
179.578,11242,2011,1
16.382,526,1987,2
11.983,404,2017,0
209.667,1580,2017,0
20.99,1381,2014,0
10.83,332,1953,2
62.273,5062,2010,0
21.839,2111,2016,0
29.992,1494,1995,0
31.758,437,2023,0
19.964,660,2011,0
18.495,491,2001,0
26.004,1091,1975,2
18.963,627,1979,2
70.605,4814,1970,2
21.012,620,1995,0
30.215,492,1952,2
211.403,5526,1990,1
83.461,4275,1980,2
50.202,1601,2002,0
54.847,8009,2011,1
53.103,4191,1973,2
12.409,408,1962,2
40.459,1419,1955,2
50.271,1675,1996,0
44.288,2110,1998,0
90.057,4292,2016,0
4.117,12349,2011,1
21.359,840,2018,0
50.174,4719,2006,0
14.153,437,2012,0
24.214,755,2010,0
28.773,1068,2000,0
21.121,426,2009,0
36.135,570,1972,2
26.523,315,1995,0
24.584,1233,2015,0
20.842,1066,2010,0
52.62,8900,1984,1
53.302,547,2011,0
33.977,1973,1995,0
19.219,1123,2008,0
32.527,524,1993,2
37.139,356,1986,2
11.361,340,2019,0
87.485,8092,2016,1
151.918,18363,2002,1
84.274,893,2023,0
51.495,2870,1988,2
26.954,1017,2017,0
53.371,727,2016,0
21.915,520,2015,0
84.563,6365,2012,1
17.766,664,2010,0
34.199,378,2001,0
227.476,1671,2023,1
22.1,469,2018,0
21.293,1479,2009,0
26.878,1016,1976,2
62.676,5806,2020,0
58.892,1014,2014,0
22.123,359,1966,2
29.392,1170,2001,0
25.733,845,2021,0
28.033,337,2015,0
32.412,1077,2015,0
15.478,358,1951,2
32.767,398,1986,2
51.089,717,1968,2
74.291,4355,1987,2
45.54,3084,1974,2
36.874,508,2016,0
22.201,414,2019,0
26.487,351,2019,0
25.213,503,2011,0
77.539,896,2022,0
26.64,976,2011,0
12.482,500,2010,0
19.668,568,2020,0
16.104,659,2013,0
54.686,2077,1983,2
131.593,7272,2018,1
103.352,18874,2015,1
13.843,346,1955,2
66.244,3749,2007,0
23.807,927,2016,0
66.178,9723,2009,1
62.198,6027,1967,2
36.53,3231,2000,0
36.722,332,1966,2
17.775,915,1997,0
26.631,1271,1991,2
18.505,330,2022,0
50.072,782,2020,0
48.045,1460,2022,0
147.938,4200,1995,1
25.567,1547,2004,0
56.363,1042,2001,0
11.084,501,2016,0
56.801,3795,1998,0
135.696,11159,2008,1
16.08,458,1971,2
22.866,397,2016,0
28.558,479,2023,0
26.093,321,2003,0
60.386,3898,2007,0
53.389,3391,2016,0
29.72,8015,2012,0
17.348,514,1977,2
154.286,2295,1986,2
77.716,373,2023,0
31.7,330,1950,2
25.108,1032,2014,0
102.481,22393,2015,1
17.939,1023,1993,2
62.801,1123,2020,0
187.451,8693,2014,1
61.111,4889,2011,0
31.864,313,1947,2
26.689,413,1989,2
18.861,2186,2006,0
27.911,348,2023,0
52.503,1852,2015,0
15.089,728,2014,0
34.77,329,1976,2
34.264,386,2003,0
47.74,1159,1994,0
22.385,750,1994,0
41.299,14627,2004,1
23.696,913,2011,0
34.565,354,1982,2
21.993,660,2018,0
43.213,851,1994,0
294.921,8156,2017,1
14.997,802,2012,0
56.049,741,2017,0
39.023,3214,2016,0
41.178,3289,1991,2
49.518,4173,1979,2
202.167,11826,2004,1
50.95,627,2015,0
39.28,649,2009,0
14.603,1654,2006,0
55.218,5839,1995,0
16.332,1177,1983,2
23.207,1872,2019,0
30.163,917,1995,0
30.083,1687,1999,0
40.647,883,1956,2
28.725,354,2020,0
331.589,672,2024,1
129.703,1565,2022,0
49.968,2433,2020,0
11.865,321,1976,2
27.912,439,1955,2
12.708,816,2016,0
151.061,9415,2019,1
14.261,326,1973,2
21.704,509,1928,2
27.876,483,2009,0
26.271,1804,1961,2
43.953,510,2022,0
13.92,347,2013,0
13.876,301,2004,0
35.952,510,1991,2
46.144,2578,1999,0
113.801,5808,1999,1
34.613,1709,2020,0
226.03,9764,2021,1
98.427,11868,2009,1
106.533,5193,2003,0
26.611,529,2013,0
52.063,8149,2011,1
22.628,1033,1995,0
35.851,2996,1992,2
33.183,1361,1995,0
99.73,1147,2023,0
28.539,308,1946,2
51.92,1495,2016,0
36.775,5389,2008,0
20.845,1332,2006,0
12.94,507,1995,0
10.628,444,2021,0
49.99,3602,2000,0
20.811,604,1992,2
15.557,507,1964,2
17.014,408,2016,0
20.176,534,2001,0
18.397,479,2008,0
106.844,1769,1974,2
37.361,3684,1963,2
30.985,2286,1999,0
46.826,3498,1988,2
17.966,534,2005,0
30.117,390,1982,2
43.287,568,1958,2
20.984,890,1973,2
96.054,640,2023,0
32.931,973,1977,2
14.392,370,1941,2
40.674,895,1972,2
118.752,13832,2007,1
17.182,632,2021,0
31.579,590,2017,0
45.878,1053,2010,0
46.428,2113,2008,0
22.923,2253,2005,0
23.323,321,1974,2
48.5,497,2021,0
31.292,548,1946,2
21.19,1115,2006,0
55.598,1598,1998,0
24.448,362,2017,0
47.396,1572,2015,0
17.51,390,1986,2
34.169,1538,2004,0
41.04,391,2012,0
25.279,2033,2009,0
36.462,373,1987,2
51.215,619,2023,0
178.039,2265,2019,0
12.635,309,2016,0
21.081,2250,2013,0
12.745,7898,2011,0
42.659,3634,2017,0
142.981,16041,2013,1
63.203,675,1995,0
28.056,1075,2008,0
87.187,11819,2017,1
78.287,3909,2012,0
47.304,3493,1999,0
18.918,361,2010,0
25.434,1190,2011,0
11.266,478,1970,2
35.294,513,2021,0
17.39,379,2009,0
19.861,319,1931,2
36.063,717,1995,0
18.98,1745,2003,0
150.17,6985,2007,1
14.59,818,2003,0
32.272,1440,2017,0
19.527,3253,2010,0
40.651,1326,1985,2
32.662,10197,1995,1
12.641,719,2005,0
60.878,461,2016,0
219.305,18540,2017,1
25.816,432,2011,0
66.204,340,1945,2
14.306,438,1981,2
25.111,1499,1989,2
27.716,935,2013,0
28.415,3661,2013,0
61.93,472,2023,0
40.36,5232,2016,0
31.215,2100,2013,0
16.112,315,1987,2
24.627,444,2005,0
23.071,325,2005,0
28.437,1813,1987,2
28.215,526,2018,0
47.169,769,2012,0
49.787,2720,2013,0
112.332,10312,2015,1
25.854,574,2010,0
113.863,14818,2012,1
31.866,498,1981,2
38.495,2166,2018,0
134.841,14559,2010,1
28.453,1006,1988,2
16.239,384,1960,2
128.478,1194,2023,0
13.6,518,2017,0
14.597,740,1975,2
27.398,463,1980,2
45.541,906,2019,0
9.392,380,2011,0
25.893,624,2009,0
20.499,1121,2004,0
48.15,1701,2000,0
35.195,1081,1980,2
48.375,2766,2007,0
17.21,324,1941,2
18.776,824,1976,2
114.581,8804,2019,1
11.549,345,2011,0
52.338,374,1975,2
48.593,5128,2004,0
81.556,7485,1989,1
28.933,382,2021,0
25.214,1223,2020,0
393.794,19475,2017,1
90.882,2749,2002,0
46.074,486,2021,0
35.14,2241,1989,2
30.985,1500,2019,0
45.013,6615,2015,0
52.797,410,2009,0
15.257,603,2009,0
34.386,480,1954,2
14.396,363,2004,0
16.397,302,2020,0
23.908,304,2016,0
17.538,416,2020,0
18.215,1567,2016,0
10.926,496,1971,2
58.898,457,2012,0
10.162,321,1966,2
56.077,682,2003,0
31.357,693,2007,0
68.698,5188,1953,2
70.002,1168,2012,0
11.651,360,1989,2
14.506,864,1992,2
35.011,844,2004,0
42.524,823,2023,0
11.511,385,1963,2
65.229,2215,2003,0
35.157,339,2015,0
89.741,1659,1982,2
12.625,799,2020,0
73.092,4797,2017,0
19.557,721,2013,0
19.473,683,2014,0
48.8,1611,1985,2
28.173,585,2007,0
33.353,1009,1976,2
50.526,604,2005,0
49.277,1025,1988,2
28.966,770,1977,2
72.178,3340,2005,0
74.341,5350,2004,0
62.642,1279,1983,2
44.922,490,2004,0
95.627,3119,1983,2
29.645,1255,2020,0
31.222,1077,2018,0
50.562,856,1966,2
48.579,2845,2021,0
32.42,1403,2011,0
118.278,5325,1990,1
34.369,3186,2020,0
70.437,2740,2017,0
12.239,458,2015,0
12.981,551,2014,0
12.282,465,2012,0
42.786,6390,2002,0
34.145,2833,1986,2
28.916,1099,1988,2
34.884,552,1993,2
16.697,391,2021,0
60.183,374,1992,2
16.406,361,1987,2
9.564,551,2006,0
28.136,3407,2017,0
16.095,312,2016,0
19.431,310,2013,0
105.909,4827,2010,0
82.479,13556,2009,1
70.54,2744,2003,0
24.723,664,2021,0
33.137,4419,1998,0
48.672,7070,2018,0
8.878,354,1988,2
33.436,734,2010,0
24.396,306,1995,0
137.623,8416,2004,1
12.405,387,2018,0
32.183,3428,2007,0
25.219,334,1959,2
142.901,6443,2015,1
27.213,666,2011,0
49.467,21396,2012,1
55.791,854,1993,2
24.328,2069,1988,2
17.738,558,2021,0
65.122,4458,2008,0
76.426,624,1989,2
94.154,5329,2009,0
72.074,15229,2007,1
22.877,1562,1995,0
122.809,3578,2022,0
18.634,973,2009,0
21.724,773,1976,2
24.657,817,2016,0
16.847,324,2014,0
19.193,302,2020,0
41.069,1018,1978,2
64.258,2714,2017,0
71.329,3856,1984,2
16.562,338,2005,0
19.683,347,1994,0
21.537,398,2023,0
30.089,3096,2011,0
13.997,719,1970,2
40.61,413,2023,0
42.909,1805,2021,0
28.634,828,2017,0
94.528,8508,2015,1
32.081,2070,2005,0
36.5,2301,2001,0
112.835,2596,2013,0
22.139,514,1954,2
26.907,423,2004,0
37.077,652,2007,0
52.946,1671,2021,0
224.898,3354,2011,1
33.828,1610,2008,0
10.919,334,2006,0
29.753,347,1989,2
29.806,756,1992,2
44.562,4195,2007,0
27.648,3214,2007,0
54.081,2170,2010,0
35.07,2206,1998,0
33.699,435,1983,2
73.191,5193,2020,0
34.944,504,2015,0
11.62,635,2005,0
70.68,5656,1951,2
17.451,364,2005,0
51.573,5873,1993,0
96.414,13308,1997,1
18.043,320,1957,2
34.728,414,2018,0
75.05,7290,2018,1
30.074,356,2015,0
99.071,10281,2011,1
22.187,424,1971,2
36.648,638,1993,2
17.866,304,1965,2
355.997,2898,2023,1
101.054,4366,2022,0
15.729,795,2018,0
55.125,1811,2016,0
10.233,386,2014,0
17.888,360,2014,0
40.46,415,1985,2
38.38,3496,1999,0
19.637,409,2008,0
17.097,878,2015,0
34.935,730,2010,0
65.092,3975,2009,0
21.304,331,1957,2
67.437,3973,1998,0
22.789,1008,2007,0
50.062,3832,1984,2
14.396,353,2018,0
22.938,349,1955,2
61.355,425,2008,0
29.445,686,2005,0
28.237,440,2022,0
9.652,303,2019,0
1.261,892,2013,0
55.476,1501,2003,0
15.97,454,1995,0
50.345,307,2021,0
