popularity,vote_count,release_year,cluster
40.594,3982,1984,2
433.928,9332,2020,1
94.749,6933,2016,1
22.593,461,2014,0
42.12,7344,2013,0
24.795,664,1987,2
37.933,5665,2007,0
18.412,471,1973,2
36.025,3616,2007,0
25.588,592,1998,0
64.712,3687,2003,0
15.648,409,2011,0
36.252,587,1978,2
22.175,376,1973,2
30.16,3604,2006,0
21.102,422,1997,0
55.509,6057,1961,2
31.93,1001,2003,0
74.41,13287,2007,1
68.173,1821,2016,0
165.167,16458,2014,1
18.402,531,2009,0
24.201,2570,2005,0
14.931,322,2004,0
48.288,1841,2022,0
29.164,395,2022,0
20.717,328,2019,0
35.261,2040,2016,0
11.396,416,2012,0
54.863,6984,2011,0
28.3,3646,2011,0
14.047,404,1960,2
46.384,2529,2003,0
32.788,784,2017,0
29.384,328,1996,0
38.33,1323,1998,0
80.296,3748,2000,0
21.069,814,2018,0
26.956,511,2017,0
27.519,529,2019,0
33.274,1318,1992,2
35.596,460,2018,0
39.044,826,2019,0
225.15,8414,2017,1
29.625,407,2005,0
32.656,375,1968,2
16.806,694,2008,0
36.482,2044,1996,0
64.8,1173,2016,0
16.522,425,1984,2
128.129,2540,2023,0
62.847,831,2019,0
26.302,1452,2018,0
23.81,408,2012,0
18.564,1323,2012,0
43.661,2053,2002,0
20.061,775,2009,0
21.985,319,1992,2
12.226,339,1977,2
20.587,328,1960,2
35.022,466,2021,0
22.152,1346,2016,0
22.828,2817,2011,0
33.171,322,2003,0
21.851,1315,1985,2
10.553,309,2007,0
50.992,846,2008,0
30.55,848,1998,0
25.169,1729,2007,0
37.896,6466,1999,0
38.504,349,2021,0
50.628,1727,2013,0
31.865,3062,2005,0
12.848,363,2018,0
28.673,2727,1997,0
25.245,494,2017,0
31.054,507,1970,2
35.285,1659,1995,0
46.456,5856,2017,0
19.982,749,2018,0
30.979,331,1959,2
28.026,1405,1986,2
39.94,542,2022,0
156.131,2137,2023,0
19.149,757,2015,0
344.969,14895,2013,1
36.171,339,2004,0
56.402,1950,1987,2
116.494,873,1996,0
21.679,3409,2007,0
19.082,326,1956,2
116.012,6704,2019,1
35.939,3935,2016,0
40.842,721,2003,0
27.984,540,1995,0
23.354,699,2018,0
20.574,1514,2015,0
24.505,380,2010,0
37.117,987,1994,0
65.032,1709,1995,0
73.247,1119,1931,2
103.96,9801,2004,1
69.941,1060,1964,2
1347.411,1408,2024,1
37.761,1074,2016,0
9.939,376,1992,2
84.287,694,2006,0
12.797,587,2009,0
166.105,4240,1996,1
27.355,1057,1968,2
18.765,302,2021,0
17.814,960,2014,0
24.828,568,1963,2
40.989,629,1981,2
20.637,315,1954,2
31.554,1194,2001,0
1347.411,1404,2024,1
62.346,643,2022,0
20.943,537,2019,0
52.918,368,2017,0
22.271,665,2010,0
30.65,429,2003,0
27.0,458,2019,0
71.399,3388,1991,2
56.221,2498,2005,0
28.429,3993,2020,0
116.727,3089,2019,0
23.883,359,2017,0
26.997,1339,1974,2
19.996,2068,2018,0
22.992,1117,2019,0
35.437,776,2015,0
21.718,945,2015,0
31.304,1702,2013,0
21.093,777,2008,0
39.321,406,1978,2
12.743,493,1984,2
218.27,4516,2019,1
31.959,659,2013,0
50.737,895,1971,2
20.517,312,2012,0
20.373,442,2003,0
123.596,4192,2019,0
33.078,678,2005,0
28.452,471,1994,0
22.357,787,2020,0
25.188,665,2014,0
18.335,368,1971,2
26.674,1496,1999,0
17.306,432,1979,2
95.595,3562,2017,0
27.157,1016,2015,0
24.849,346,1997,0
21.499,840,1989,2
36.403,997,1985,2
38.768,3857,2018,0
41.797,785,2015,0
34.292,1944,1985,2
30.994,745,1978,2
19.974,310,2016,0
16.718,396,1991,2
59.008,1368,1998,0
106.251,2355,2019,0
26.194,2590,2018,0
32.631,560,1979,2
19.137,719,2003,0
42.041,662,2019,0
12.618,494,1970,2
43.828,483,1984,2
45.917,3097,1981,2
83.142,1682,1997,0
56.96,3024,2003,0
78.705,2848,1982,2
104.409,8934,2000,1
18.957,417,2006,0
25.593,1093,2005,0
39.13,1214,2019,0
45.728,1012,2012,0
95.01,6528,2009,1
15.444,622,2009,0
32.094,2213,2002,0
28.179,397,2006,0
17.174,489,2020,0
33.327,682,2004,0
414.07,1705,2024,1
105.569,4282,2020,0
30.469,626,1981,2
21.451,644,2022,0
56.836,399,2023,0
58.282,2836,2012,0
59.626,1883,2000,0
27.07,1608,2021,0
62.563,1078,2019,0
59.471,460,2012,0
28.634,572,2012,0
34.647,11671,2012,1
46.752,10044,2011,1
42.339,1445,2006,0
36.392,480,1986,2
130.096,8040,2019,1
14.058,987,2010,0
149.843,10251,2005,1
56.371,467,2017,0
72.953,1258,2016,0
16.238,416,1996,0
32.949,582,2006,0
78.615,6956,2002,1
209.833,6103,2022,1
15.569,347,2012,0
40.96,3509,2012,0
17.726,343,2000,0
13.267,309,2001,0
336.335,3637,1978,1
31.175,712,2021,0
44.364,1846,1993,2
24.92,1294,2007,0
20.882,308,2012,0
28.362,2442,1988,2
19.473,511,1956,2
107.439,5888,1994,1
9.847,481,2019,0
25.913,622,2019,0
20.616,933,1993,2
314.059,1442,1987,1
90.715,7771,2020,1
16.282,1378,2009,0
38.699,804,2004,0
25.042,326,2022,0
238.376,2331,2023,1
520.53,5096,2023,1
58.482,1465,1983,2
18.521,661,2000,0
13.557,404,2005,0
44.986,1952,2002,0
227.273,4464,1996,1
20.566,716,2005,0
32.758,3226,2018,0
31.749,375,2015,0
23.175,341,2012,0
56.227,997,1973,2
19.859,425,2020,0
48.746,11303,2010,1
37.317,588,1963,2
26.154,755,1941,2
22.876,615,2000,0
61.704,525,2022,0
59.43,755,2021,0
28.637,956,2016,0
38.837,1637,2015,0
23.219,584,2014,0
307.937,2948,2016,1
25.109,1413,2006,0
16.544,382,2007,0
15.281,546,1967,2
57.458,1354,1991,2
73.085,7122,1937,2
26.04,467,1968,2
14.113,1088,2002,0
32.903,387,2010,0
21.242,1446,1999,0
35.203,2132,1998,0
11.623,1169,2017,0
26.179,798,2014,0
18.241,324,2011,0
18.602,1510,2010,0
26.035,708,1971,2
40.883,5518,2020,0
23.464,730,2017,0
62.763,2226,2015,0
13.377,419,2007,0
14.933,710,1969,2
116.381,3702,2022,0
48.457,632,2019,0
252.003,9659,2019,1
34.161,3415,2017,0
130.02,4703,2016,1
9.897,385,1980,2
56.348,5071,1955,2
18.272,443,2001,0
48.887,975,2022,0
63.42,705,2018,0
26.72,453,2019,0
13.864,1086,2019,0
79.25,7614,2016,1
109.577,4645,2007,0
128.106,6439,2003,1
32.492,701,1998,0
23.628,2228,2017,0
16.099,833,2016,0
18.674,1057,1982,2
37.465,832,1988,2
29.353,338,1998,0
17.173,317,1916,2
30.132,908,1966,2
58.261,2495,2002,0
60.331,3134,2014,0
10.505,921,2003,0
26.258,510,2021,0
72.284,7443,2018,1
46.45,3449,2010,0
58.263,4811,1996,0
30.232,851,1998,0
25.953,1409,2007,0
41.292,1027,2000,0
24.899,487,2021,0
54.468,413,2018,0
98.77,7709,2016,1
21.928,547,2010,0
13.981,516,2004,0
55.295,950,2022,0
134.563,9734,2019,1
23.687,541,2015,0
13.617,418,2014,0
27.455,1553,2012,0
29.532,403,1989,2
21.144,438,1980,2
22.876,462,1982,2
47.324,1397,1989,2
55.898,1802,2016,0
19.225,588,2009,0
43.566,3073,1999,0
29.768,442,2000,0
17.265,576,1994,0
71.978,5646,1940,2
116.995,7787,2021,1
19.818,532,1993,2
18.898,489,1998,0
21.123,300,1965,2
35.005,380,1968,2
89.638,6091,1984,2
55.933,718,2021,0
19.886,1449,2020,0
20.094,413,2018,0
45.342,1804,2014,0
49.375,2140,2001,0
41.923,1112,2003,0
55.664,1119,2022,0
48.142,1575,2004,0
58.737,2292,2002,0
29.727,1180,2017,0
35.781,354,2005,0
30.386,381,1970,2
83.836,375,2019,0
49.939,4211,2016,0
19.782,637,2015,0
20.485,321,1980,2
21.215,611,1985,2
40.462,1831,1990,2
42.708,1610,2003,0
234.744,2595,2023,1
46.464,1670,2009,0
40.988,833,1972,2
101.111,2599,2022,0
66.464,6950,2021,0
34.864,313,1988,2
22.198,633,2021,0
21.889,435,2017,0
28.657,2749,2004,0
24.601,477,2015,0
31.987,913,2014,0
20.893,504,1989,2
29.024,831,1998,0
42.779,1956,2022,0
28.643,948,2006,0
26.76,850,1972,2
37.805,442,2019,0
23.81,631,2018,0
38.103,1141,2018,0
13.862,361,2014,0
29.674,903,2014,0
25.714,1306,2013,0
20.867,360,2002,0
33.287,710,1992,2
43.996,1102,1984,2
47.043,1400,2021,0
130.547,12778,2014,1
24.078,464,2008,0
30.575,810,2005,0
53.827,4851,2006,0
25.977,387,1991,2
48.735,486,2023,0
9.451,895,2020,0
12.884,407,2011,0
14.987,476,1981,2
17.638,312,1994,0
14.036,483,2006,0
27.739,4441,2013,0
37.878,1034,2011,0
14.309,432,2007,0
41.042,1986,1973,2
152.824,379,2023,0
45.057,1978,2018,0
41.315,6106,2015,0
19.899,324,2011,0
20.473,2135,2009,0
80.065,735,1968,2
29.567,558,1970,2
61.63,386,1951,2
53.903,1591,2019,0
21.213,631,1999,0
35.237,341,1968,2
24.324,715,1983,2
23.607,314,2000,0
18.925,988,1994,0
46.006,1570,1985,2
103.92,6856,2005,1
253.883,1421,2023,1
16.125,369,2010,0
7.958,429,2008,0
31.282,1763,2004,0
11.018,306,2019,0
30.395,527,2018,0
13.349,400,2013,0
22.242,931,2005,0
204.648,4216,1985,1
26.522,846,2006,0
33.855,1427,2015,0
29.971,391,1977,2
34.85,523,1972,2
57.986,2466,2015,0
14.543,451,2014,0
64.904,7265,2010,1
48.184,409,1953,2
37.015,482,2008,0
25.29,338,2007,0
19.245,505,1992,2
18.048,406,2020,0
30.723,2747,2010,0
21.337,893,2009,0
22.109,527,2008,0
40.713,475,1986,2
59.639,5402,2003,0
26.369,783,1963,2
25.871,975,2021,0
37.926,368,2022,0
114.327,19233,2015,1
26.799,335,2011,0
54.103,9571,2011,1
22.553,324,1983,2
25.829,817,1988,2
45.156,1347,2001,0
13.135,324,1925,2
40.412,376,2023,0
19.124,329,2021,0
14.419,379,2016,0
37.203,1983,1998,0
61.443,4429,2009,0
36.629,1446,2019,0
12.24,527,2015,0
16.088,485,2013,0
37.923,3526,2014,0
18.0,344,1974,2
18.279,467,2001,0
31.125,1805,2003,0
14.131,454,2018,0
82.167,1624,2020,0
78.529,1761,1983,2
47.87,1879,1969,2
47.211,2389,2021,0
12.002,306,1982,2
37.207,1216,2022,0
76.954,2473,2021,0
27.793,1306,2016,0
30.847,846,1955,2
38.275,2599,2005,0
55.635,2836,1963,2
382.182,8126,2023,1
59.447,516,1993,2
27.71,2387,2017,0
135.762,2333,2023,0
119.181,3503,2018,0
110.922,5874,2016,1
31.931,456,2015,0
58.615,2963,1981,2
27.842,1035,2018,0
14.984,388,2001,0
54.364,706,1963,2
34.098,3245,1994,0
51.61,1157,2022,0
166.469,4002,2022,1
20.964,716,2013,0
147.223,1906,1987,2
17.655,371,2003,0
53.561,2433,2021,0
25.96,304,2022,0
23.649,563,2010,0
102.585,3884,1994,0
37.762,562,2004,0
19.688,307,2019,0
37.239,365,2017,0
15.035,452,1981,2
89.229,1947,2023,0
143.08,4149,2019,0
38.208,2669,2013,0
17.936,1483,2010,0
20.129,390,2016,0
20.959,372,2013,0
25.904,1076,1991,2
47.944,874,2020,0
26.728,893,2016,0
87.173,2052,2000,0
156.979,2117,1999,0
7.308,1118,2002,0
19.853,480,1979,2
18.417,643,2017,0
38.034,600,2014,0
44.139,945,2006,0
46.828,936,1989,2
146.489,8189,1986,1
27.374,1971,1987,2
41.818,420,1971,2
40.497,325,1976,2
51.932,4355,1991,2
99.987,4671,1997,0
18.642,618,2020,0
28.205,607,2017,0
17.929,363,1956,2
21.536,500,1999,0
81.632,643,2023,0
23.735,666,2022,0
32.573,1567,1986,2
62.392,6952,2007,0
38.665,1380,1985,2
50.128,3808,2004,0
34.81,1023,2005,0
33.92,627,1997,0
33.959,8724,2020,1
23.628,652,1971,2
106.988,14699,2005,1
64.822,2504,2016,0
18.116,1295,2009,0
42.848,2871,1993,0
41.751,1338,2021,0
15.67,398,2015,0
21.586,608,2019,0
91.457,5627,2021,0
31.087,443,2016,0
71.056,4940,2010,0
29.825,533,1987,2
23.355,585,1986,2
25.031,1153,1985,2
29.233,438,1980,2
25.844,333,2021,0
98.987,5932,2015,1
59.441,491,1992,2
22.677,825,1964,2
68.219,10569,2003,1
15.288,338,2017,0
15.842,1017,2014,0
21.222,1671,2011,0
58.348,4068,2022,0
101.542,5105,2022,0
103.764,3067,2016,0
13.71,926,2014,0
18.401,328,2012,0
17.457,1259,2020,0
19.307,354,2021,0
153.807,2505,2019,0
12.187,665,2017,0
26.553,803,2017,0
27.949,326,1973,2
13.139,352,2003,0
30.761,332,1990,2
15.371,543,1951,2
17.983,523,2022,0
53.325,429,2023,0
85.819,5078,2018,0
40.99,2941,2012,0
15.11,555,2005,0
32.773,2386,2007,0
107.518,4671,1998,0
47.322,5930,2001,0
17.76,310,1994,0
103.709,6476,1950,2
15.012,894,2020,0
60.811,976,2019,0
25.646,864,2016,0
60.943,3684,2015,0
34.862,1084,2013,0
102.387,11723,2016,1
18.603,1323,2017,0
22.663,993,2015,0
20.978,526,1986,2
29.694,832,1954,2
32.41,381,2022,0
61.217,448,2022,0
78.066,2727,2018,0
40.314,601,2005,0
32.882,917,1971,2
40.823,440,2005,0
30.884,1011,1992,2
35.168,1642,2020,0
30.406,1054,2020,0
53.387,3212,2018,0
56.978,1150,2011,0
24.094,1357,1998,0
55.523,2096,2020,0
21.058,318,1946,2
27.643,788,2003,0
35.283,3760,2017,0
50.403,320,2006,0
33.502,804,1992,2
38.737,3659,1998,0
51.925,1333,2018,0
126.359,10250,2013,1
20.807,614,2009,0
14.568,631,2009,0
2.338,1257,1986,2
102.81,4330,2002,0
52.959,1083,1985,2
36.479,375,2022,0
42.391,6676,2016,0
28.041,421,2012,0
13.475,425,2010,0
13.944,509,2009,0
19.6,1171,2020,0
4.538,9755,2003,1
61.015,1283,1985,2
46.34,555,1988,2
47.829,1007,1991,2
64.471,1352,1973,2
11.232,314,2018,0
12.179,390,2011,0
23.967,519,2011,0
44.83,357,1967,2
37.429,1551,1983,2
14.811,576,2002,0
30.882,1113,1999,0
74.585,5055,1997,0
24.098,1537,1990,2
28.225,1381,2019,0
28.168,300,1941,2
23.34,529,1989,2
65.944,1240,1999,0
74.999,1750,1988,2
43.634,1084,1996,0
19.023,356,2002,0
71.106,1847,1988,2
10.789,333,1998,0
27.948,327,1986,2
79.387,1013,2023,0
35.444,349,2022,0
29.816,725,2019,0
284.682,5219,2018,1
634.211,1624,2024,1
49.353,2389,2014,0
30.289,549,1941,2
23.669,527,1973,2
21.641,417,1962,2
36.694,508,1958,2
74.175,5665,1996,0
18.409,535,2012,0
26.012,658,2006,0
55.928,322,2022,0
29.27,948,2017,0
18.233,1613,2013,0
60.78,323,1978,2
9.425,4081,2002,0
53.09,453,1988,2
34.758,376,2019,0
27.068,1497,2015,0
29.309,445,2013,0
24.847,421,1992,2
23.825,323,2007,0
34.346,451,1971,2
18.04,351,1944,2
40.284,303,2023,0
7.71,357,2019,0
264.546,9179,2019,1
22.398,1070,2013,0
124.167,13008,2012,1
118.887,1018,2006,0
118.991,2479,2023,0
35.969,586,2021,0
39.1,3231,2019,0
14.042,469,2006,0
27.79,871,1974,2
43.625,727,1993,2
42.631,1222,2021,0
15.402,310,2015,0
25.467,898,2012,0
20.547,1217,1997,0
14.12,1242,1997,0
62.797,975,2022,0
101.383,6833,2011,1
27.202,433,2021,0
6.598,659,2015,0
30.088,935,2014,0
12.849,1091,2012,0
20.435,2630,2006,0
26.867,427,2020,0
25.865,947,2020,0
30.482,345,1948,2
19.935,317,1957,2
14.64,380,2008,0
21.493,305,2006,0
39.039,317,1979,2
34.635,449,1969,2
9.122,495,2015,0
60.173,7141,2016,0
50.021,415,2010,0
49.549,1267,1995,0
28.33,1461,2021,0
69.67,5438,1942,2
30.368,1048,1982,2
28.909,1613,1989,2
53.925,1026,1999,0
27.73,639,2019,0
48.245,539,2020,0
22.93,1653,2015,0
25.219,453,2010,0
37.905,585,1980,2
16.955,359,2005,0
65.613,2750,2004,0
17.974,789,1955,2
28.292,1645,1998,0
12.34,580,1903,2
81.367,7711,2007,1
20.328,456,2016,0
31.327,1763,2017,0
25.546,540,2016,0
29.676,564,2003,0
44.202,1155,2010,0
14.423,342,1945,2
44.606,3236,1989,2
28.501,418,2021,0
20.916,358,2015,0
39.964,885,2015,0
31.698,4541,2001,0
30.552,1691,1995,0
24.766,425,2007,0
37.772,552,1981,2
44.019,1196,2007,0
22.777,1208,1991,2
28.094,405,2020,0
17.074,730,2006,0
99.395,3269,2022,0
18.806,2154,2018,0
42.279,1120,2019,0
5.144,10925,2000,1
20.383,326,1996,0
37.722,554,2004,0
36.879,1189,2002,0
65.343,4781,1941,2
43.613,1640,2006,0
53.389,1271,2018,0
20.117,2076,2012,0
134.276,3645,2009,0
17.894,1551,1997,0
67.975,3259,1994,0
149.442,4414,2017,1
86.898,5069,2009,0
53.559,627,1992,2
119.642,3430,1962,2
49.775,444,2023,0
41.949,1171,2022,0
43.036,444,2023,0
29.637,912,2019,0
97.888,7934,2011,1
46.472,1629,2008,0
25.78,446,1989,2
55.141,20869,2011,1
65.39,545,2022,0
18.517,1164,2011,0
26.58,495,2021,0
84.232,2756,2021,0
37.794,1148,2022,0
26.882,826,2016,0
34.565,1648,2003,0
19.922,406,1972,2
63.383,940,1994,0
38.811,3331,2013,0
21.489,386,2012,0
21.48,397,2011,0
7.591,327,2006,0
29.75,1572,2009,0
132.101,519,2024,0
34.623,826,2016,0
36.449,2343,2021,0
28.266,2810,2010,0
20.849,695,2000,0
73.094,1431,2022,0
26.472,930,2016,0
14.269,394,2009,0
19.319,398,2003,0
58.988,1963,1993,2
40.247,1051,2003,0
15.638,336,1973,2
44.089,381,1956,2
109.764,1455,1978,2
16.875,498,1965,2
38.893,359,2023,0
21.499,675,2018,0
27.176,1671,1995,0
44.789,1431,2017,0
15.29,426,1953,2
12.777,1406,2017,0
42.51,3366,2014,0
14.406,422,2008,0
13.905,538,2012,0
25.954,1490,2010,0
28.686,698,1969,2
19.276,493,1984,2
137.81,1628,2023,0
167.734,8054,2018,1
93.198,1567,2015,0
48.807,3070,2015,0
37.64,4331,2012,0
21.562,353,1961,2
30.94,982,2006,0
40.674,1379,2005,0
87.906,7621,2016,1
20.186,2376,2008,0
29.852,884,2006,0
46.42,1234,1996,0
19.913,629,2008,0
30.217,2632,2006,0
137.771,6606,2010,1
14.781,399,1980,2
26.762,911,2001,0
34.229,864,1994,0
46.727,1216,1999,0
23.213,500,1988,2
30.401,325,2002,0
30.315,3676,2008,0
28.384,1411,2005,0
30.624,368,2010,0
16.582,524,2008,0
42.338,2113,2021,0
23.932,1926,2011,0
74.259,391,1991,2
30.714,1161,1972,2
26.482,997,2018,0
26.865,1073,2013,0
34.667,1136,2011,0
41.84,1760,2007,0
57.259,2826,1993,0
6.224,9628,2001,1
147.74,6632,2019,1
17.394,300,2017,0
30.352,364,1940,2
19.234,730,2001,0
137.489,8525,1996,1
30.869,1081,2013,0
29.375,2407,2012,0
23.732,559,2006,0
31.347,455,1954,2
95.976,6244,2008,1
23.381,300,2000,0
12.94,568,2019,0
29.345,1515,2012,0
25.614,2271,2010,0
87.833,971,1970,2
13.241,365,2021,0
64.738,2371,2021,0
27.255,1318,2017,0
24.244,1338,2015,0
24.15,489,1999,0
50.502,1096,2002,0
21.191,706,1986,2
43.683,858,2023,0
32.045,679,2005,0
48.579,898,2023,0
29.3,1483,1993,2
83.49,554,2023,0
71.31,7071,2019,1
11.556,1197,2016,0
8.067,793,2012,0
44.892,609,1995,0
35.921,695,1996,0
121.049,390,2024,0
52.644,848,2022,0
92.779,2043,2023,0
24.538,1673,2020,0
16.059,448,2014,0
18.38,613,2000,0
30.597,643,1957,2
126.195,6473,2017,1
29.705,385,2016,0
11.323,317,1967,2
37.449,1366,2009,0
22.194,1033,1993,2
21.588,388,1995,0
22.566,861,2017,0
87.743,2518,2017,0
89.765,15156,2017,1
53.99,634,2011,0
22.961,546,1988,2
20.111,308,2021,0
107.301,10999,2011,1
71.836,8836,1998,1
36.297,436,1979,2
46.99,636,1983,2
61.888,3397,2022,0
37.028,682,2018,0
90.518,9967,2017,1
36.716,4689,2013,0
56.048,630,1991,2
25.551,436,1959,2
46.304,3683,2005,0
44.548,3160,2000,0
44.836,1537,2019,0
49.249,1355,2019,0
38.606,3335,2017,0
22.213,595,1994,0
44.873,1962,2003,0
33.956,1125,2012,0
28.602,1101,1995,0
41.362,810,2019,0
74.015,673,1985,2
109.769,5592,2022,1
76.769,13432,2006,1
34.877,447,2022,0
19.963,1055,1996,0
22.843,339,2014,0
27.837,313,2010,0
32.58,398,1968,2
49.684,2836,2008,0
25.203,885,1997,0
127.418,2776,2023,0
16.952,837,2021,0
54.826,2897,2019,0
100.299,3365,2013,0
45.769,3180,2012,0
30.792,2116,2010,0
35.092,3130,1996,0
26.621,965,1993,2
19.717,700,1967,2
9.814,306,2005,0
28.84,1243,2006,0
26.892,1184,2007,0
50.171,855,1986,2
37.945,2257,1998,0
28.717,313,2022,0
43.394,4675,2019,0
121.46,8314,2012,1
14.536,802,2009,0
24.132,408,2004,0
11.72,711,1995,0
26.803,631,1987,2
19.002,467,1983,2
16.042,310,1990,2
85.51,9849,1994,1
13.563,434,1962,2
29.111,847,1989,2
22.409,681,1993,2
17.321,492,2010,0
103.845,947,1981,2
20.488,468,2019,0
143.356,3744,2004,0
12.721,322,1992,2
42.582,354,1961,2
53.702,4753,2001,0
68.226,3605,2007,0
24.543,339,2019,0
24.198,381,2010,0
37.722,1199,1973,2
0.932,368,1978,2
23.665,679,1977,2
92.911,4953,1959,2
45.648,1420,2021,0
32.356,710,2021,0
21.575,1080,2010,0
15.649,344,2009,0
15.69,429,1974,2
11.317,715,1996,0
226.501,5935,2022,1
21.431,422,2004,0
8.7,381,1985,2
122.481,755,2023,0
29.431,410,2017,0
21.741,1084,2018,0
17.685,317,2018,0
56.671,3021,2017,0
17.963,372,2011,0
39.462,617,2011,0
26.936,838,1988,2
47.9,921,1985,2
13.57,334,1998,0
98.333,11393,2004,1
21.104,881,2004,0
24.836,425,2020,0
42.048,314,2019,0
17.825,923,2018,0
73.9,1923,2017,0
171.278,12850,2016,1
30.125,1257,2009,0
91.461,302,1983,2
29.933,2236,2005,0
65.89,5535,1990,2
26.428,427,2013,0
18.958,2450,2011,0
15.178,322,2000,0
72.822,4033,2005,0
48.707,732,2018,0
25.187,2561,2018,0
12.084,338,2015,0
81.974,6664,2015,1
75.915,6549,2011,0
32.26,551,1963,2
82.995,4256,1998,0
86.626,1316,2023,0
74.412,12894,2018,1
15.417,1282,2012,0
18.845,379,2010,0
63.616,529,1985,2
20.111,609,1977,2
63.433,2659,2006,0
20.634,1409,2018,0
32.0,1640,2003,0
52.561,6227,2001,0
80.579,4555,2002,0
49.221,1264,2013,0
39.934,3097,2010,0
17.572,464,1994,0
17.876,352,2018,0
101.892,5451,2019,0
32.392,3044,2011,0
22.876,796,1986,2
18.588,314,2002,0
19.361,306,2005,0
69.695,6558,2019,0
17.639,544,1989,2
21.435,908,2005,0
27.996,931,2002,0
27.293,877,2020,0
71.362,1206,2003,0
11.84,451,2020,0
29.755,767,2020,0
16.573,2313,2014,0
19.351,306,1953,2
32.128,1189,2006,0
19.415,549,2008,0
21.624,485,2019,0
17.623,348,2012,0
20.261,372,2012,0
63.063,9957,2020,1
24.452,852,1997,0
39.179,657,1999,0
19.026,397,2016,0
75.763,2388,2018,0
19.32,315,1969,2
20.905,421,2021,0
49.843,2713,1995,0
32.053,534,2021,0
30.279,597,2017,0
17.293,629,2013,0
15.793,714,2012,0
283.061,956,1982,1
19.992,327,2001,0
16.034,555,2019,0
14.757,1102,2017,0
20.862,3381,2016,0
10.639,318,2010,0
25.479,425,1988,2
40.985,2303,2008,0
61.638,953,2014,0
203.939,21636,2013,1
90.249,3548,2008,0
19.279,458,2008,0
17.147,517,2007,0
27.527,358,1984,2
85.524,5485,1995,0
11.944,358,2014,0
19.062,897,1968,2
52.479,1971,2004,0
21.126,970,1973,2
15.759,536,2022,0
12.452,530,2020,0
18.137,369,2005,0
22.465,1442,2000,0
19.234,341,2010,0
26.833,2378,2009,0
30.374,1382,1998,0
48.091,1831,2001,0
130.651,8700,1999,1
188.831,4919,2007,1
98.342,6241,1992,1
25.027,347,2013,0
85.77,10862,2013,1
52.731,860,1980,2
24.412,514,2020,0
17.393,1438,2018,0
13.079,629,2015,0
16.5,1029,2012,0
19.182,432,1973,2
42.878,1195,1990,2
29.892,436,2022,0
42.277,873,2018,0
88.675,3396,2018,0
54.117,2420,2009,0
23.523,318,2005,0
81.141,3391,2009,0
33.797,1633,2007,0
20.724,457,2019,0
17.598,450,2016,0
91.788,12467,2014,1
57.429,525,2012,0
14.521,415,2009,0
36.234,740,1974,2
26.895,2395,1999,0
12.032,411,2005,0
23.679,433,2009,0
22.959,736,1973,2
89.455,858,1992,2
60.159,2194,2017,0
32.165,520,2015,0
19.949,305,2007,0
35.553,322,2005,0
7.989,586,2011,0
11.472,817,2007,0
16.121,366,2021,0
47.571,419,2018,0
24.08,1000,2009,0
17.43,453,2004,0
12.458,424,2020,0
40.795,1126,2017,0
1.32,497,2013,0
60.154,2432,2015,0
30.094,339,1969,2
25.71,534,1970,2
22.624,898,2009,0
79.988,4704,2016,0
29.467,1990,2012,0
51.767,339,1995,0
30.553,369,2022,0
18.923,541,1981,2
30.449,1366,1986,2
32.564,1687,2003,0
47.669,1983,2001,0
12.991,508,2022,0
14.753,758,2019,0
110.499,6825,2013,1
29.357,3033,2010,0
71.019,1909,2005,0
47.095,1060,2022,0
41.743,1821,2021,0
66.027,8301,2019,1
71.808,1121,2018,0
20.303,638,1987,2
38.269,380,2019,0
22.366,1233,2018,0
23.734,314,2014,0
15.003,510,2008,0
21.942,1162,2022,0
12.664,647,2015,0
17.634,410,2011,0
46.577,612,1991,2
30.094,372,1993,2
37.644,779,1979,2
24.462,1268,2006,0
19.668,785,2017,0
16.475,335,2015,0
106.812,5746,2016,1
13.104,405,2010,0
68.729,3674,1992,2
121.011,10497,2005,1
87.02,9224,2013,1
20.226,456,1984,2
24.36,542,2000,0
61.123,718,2023,0
48.418,1967,2015,0
19.963,549,1942,2
54.224,2720,2007,0
35.242,313,1981,2
27.478,315,2011,0
28.477,822,2011,0
55.793,511,1988,2
25.023,443,1996,0
23.043,1265,2005,0
20.674,414,1987,2
34.937,808,1984,2
218.838,2477,1986,1
42.803,968,1963,2
28.099,1064,1998,0
13.214,319,2015,0
11.832,333,2014,0
23.933,358,2014,0
21.693,378,1984,2
13.669,413,2002,0
25.61,340,2022,0
18.073,892,2014,0
82.957,2572,2014,0
27.185,666,2006,0
305.049,13640,2018,1
69.445,12133,2015,1
23.061,479,2002,0
29.357,678,2009,0
19.082,330,1949,2
22.68,613,2022,0
14.908,700,2013,0
36.293,5202,2011,0
16.978,524,2004,0
30.47,696,1993,2
59.694,788,1974,2
21.367,474,1998,0
81.96,5955,2017,0
55.809,689,1996,0
99.417,3091,1990,2
48.018,2037,2022,0
28.652,1644,2014,0
55.7,1971,2010,0
42.672,444,1996,0
23.796,1646,2007,0
42.225,833,2012,0
86.369,12006,2013,1
47.689,387,1987,2
32.512,715,1981,2
44.204,1433,2005,0
31.714,466,1942,2
83.471,3698,1995,0
38.999,525,2022,0
22.688,347,2017,0
25.869,399,1982,2
10.91,422,2017,0
66.719,730,1989,2
93.311,3928,1982,2
38.708,1211,2022,0
20.057,532,2018,0
21.904,893,2013,0
