popularity,vote_count
202.167,11826
50.95,627
39.28,649
14.603,1654
55.218,5839
16.332,1177
23.207,1872
30.163,917
30.083,1687
40.647,883
28.725,354
331.589,672
129.703,1565
49.968,2433
11.865,321
27.912,439
12.708,816
151.061,9415
14.261,326
21.704,509
27.876,483
26.271,1804
43.953,510
13.92,347
13.876,301
35.952,510
46.144,2578
113.801,5808
34.613,1709
226.03,9764
98.427,11868
106.533,5193
26.611,529
52.063,8149
22.628,1033
35.851,2996
33.183,1361
99.73,1147
28.539,308
51.92,1495
36.775,5389
20.845,1332
12.94,507
10.628,444
49.99,3602
20.811,604
15.557,507
17.014,408
20.176,534
18.397,479
106.844,1769
37.361,3684
30.985,2286
46.826,3498
17.966,534
30.117,390
43.287,568
20.984,890
96.054,640
32.931,973
14.392,370
40.674,895
118.752,13832
17.182,632
31.579,590
45.878,1053
46.428,2113
22.923,2253
23.323,321
48.5,497
31.292,548
21.19,1115
55.598,1598
24.448,362
47.396,1572
17.51,390
34.169,1538
41.04,391
25.279,2033
36.462,373
51.215,619
178.039,2265
12.635,309
21.081,2250
12.745,7898
42.659,3634
142.981,16041
63.203,675
28.056,1075
87.187,11819
78.287,3909
47.304,3493
18.918,361
25.434,1190
11.266,478
35.294,513
17.39,379
19.861,319
36.063,717
18.98,1745
150.17,6985
14.59,818
32.272,1440
19.527,3253
40.651,1326
32.662,10197
12.641,719
60.878,461
219.305,18540
25.816,432
66.204,340
14.306,438
25.111,1499
27.716,935
28.415,3661
61.93,472
40.36,5232
31.215,2100
16.112,315
24.627,444
23.071,325
28.437,1813
28.215,526
47.169,769
49.787,2720
112.332,10312
25.854,574
113.863,14818
31.866,498
38.495,2166
134.841,14559
28.453,1006
16.239,384
128.478,1194
13.6,518
14.597,740
27.398,463
45.541,906
9.392,380
25.893,624
20.499,1121
48.15,1701
35.195,1081
48.375,2766
17.21,324
18.776,824
114.581,8804
11.549,345
52.338,374
48.593,5128
81.556,7485
28.933,382
25.214,1223
393.794,19475
90.882,2749
46.074,486
35.14,2241
30.985,1500
45.013,6615
52.797,410
15.257,603
34.386,480
14.396,363
16.397,302
23.908,304
17.538,416
18.215,1567
10.926,496
58.898,457
10.162,321
56.077,682
31.357,693
68.698,5188
70.002,1168
11.651,360
14.506,864
35.011,844
42.524,823
11.511,385
65.229,2215
35.157,339
89.741,1659
12.625,799
73.092,4797
19.557,721
19.473,683
48.8,1611
28.173,585
33.353,1009
50.526,604
49.277,1025
28.966,770
72.178,3340
74.341,5350
62.642,1279
44.922,490
95.627,3119
29.645,1255
31.222,1077
50.562,856
48.579,2845
32.42,1403
118.278,5325
34.369,3186
70.437,2740
12.239,458
12.981,551
12.282,465
42.786,6390
34.145,2833
28.916,1099
34.884,552
16.697,391
60.183,374
16.406,361
9.564,551
28.136,3407
16.095,312
19.431,310
105.909,4827
82.479,13556
70.54,2744
24.723,664
33.137,4419
48.672,7070
8.878,354
33.436,734
24.396,306
137.623,8416
12.405,387
32.183,3428
25.219,334
142.901,6443
27.213,666
49.467,21396
55.791,854
24.328,2069
17.738,558
65.122,4458
76.426,624
94.154,5329
72.074,15229
22.877,1562
122.809,3578
18.634,973
21.724,773
24.657,817
16.847,324
19.193,302
41.069,1018
64.258,2714
71.329,3856
16.562,338
19.683,347
21.537,398
30.089,3096
13.997,719
40.61,413
42.909,1805
28.634,828
94.528,8508
32.081,2070
36.5,2301
112.835,2596
22.139,514
26.907,423
37.077,652
52.946,1671
224.898,3354
33.828,1610
10.919,334
29.753,347
29.806,756
44.562,4195
27.648,3214
54.081,2170
35.07,2206
33.699,435
73.191,5193
34.944,504
11.62,635
70.68,5656
17.451,364
51.573,5873
96.414,13308
18.043,320
34.728,414
75.05,7290
30.074,356
99.071,10281
22.187,424
36.648,638
17.866,304
355.997,2898
101.054,4366
15.729,795
55.125,1811
10.233,386
17.888,360
40.46,415
38.38,3496
19.637,409
17.097,878
34.935,730
65.092,3975
21.304,331
67.437,3973
22.789,1008
50.062,3832
14.396,353
22.938,349
61.355,425
29.445,686
28.237,440
9.652,303
1.261,892
55.476,1501
15.97,454
50.345,307
40.594,3982
433.928,9332
94.749,6933
22.593,461
42.12,7344
24.795,664
37.933,5665
18.412,471
36.025,3616
25.588,592
64.712,3687
15.648,409
36.252,587
22.175,376
30.16,3604
21.102,422
55.509,6057
31.93,1001
74.41,13287
68.173,1821
165.167,16458
18.402,531
24.201,2570
14.931,322
48.288,1841
29.164,395
20.717,328
35.261,2040
11.396,416
54.863,6984
28.3,3646
14.047,404
46.384,2529
32.788,784
29.384,328
38.33,1323
80.296,3748
21.069,814
26.956,511
27.519,529
33.274,1318
35.596,460
39.044,826
225.15,8414
29.625,407
32.656,375
16.806,694
36.482,2044
64.8,1173
16.522,425
128.129,2540
62.847,831
26.302,1452
23.81,408
18.564,1323
43.661,2053
20.061,775
21.985,319
12.226,339
20.587,328
35.022,466
22.152,1346
22.828,2817
33.171,322
21.851,1315
10.553,309
50.992,846
30.55,848
25.169,1729
37.896,6466
38.504,349
50.628,1727
31.865,3062
12.848,363
28.673,2727
25.245,494
31.054,507
35.285,1659
46.456,5856
19.982,749
30.979,331
28.026,1405
39.94,542
156.131,2137
19.149,757
344.969,14895
36.171,339
56.402,1950
116.494,873
21.679,3409
19.082,326
116.012,6704
35.939,3935
40.842,721
27.984,540
23.354,699
20.574,1514
24.505,380
37.117,987
65.032,1709
73.247,1119
103.96,9801
69.941,1060
1347.411,1408
37.761,1074
9.939,376
84.287,694
12.797,587
166.105,4240
27.355,1057
18.765,302
17.814,960
24.828,568
40.989,629
20.637,315
31.554,1194
1347.411,1404
62.346,643
20.943,537
52.918,368
22.271,665
30.65,429
27.0,458
71.399,3388
56.221,2498
28.429,3993
116.727,3089
23.883,359
26.997,1339
19.996,2068
22.992,1117
35.437,776
21.718,945
31.304,1702
21.093,777
39.321,406
12.743,493
218.27,4516
31.959,659
50.737,895
20.517,312
20.373,442
123.596,4192
33.078,678
28.452,471
22.357,787
25.188,665
18.335,368
26.674,1496
17.306,432
95.595,3562
27.157,1016
24.849,346
21.499,840
36.403,997
38.768,3857
41.797,785
34.292,1944
30.994,745
19.974,310
16.718,396
59.008,1368
106.251,2355
26.194,2590
32.631,560
19.137,719
42.041,662
12.618,494
43.828,483
45.917,3097
83.142,1682
56.96,3024
78.705,2848
104.409,8934
18.957,417
25.593,1093
39.13,1214
45.728,1012
95.01,6528
15.444,622
32.094,2213
28.179,397
17.174,489
33.327,682
414.07,1705
105.569,4282
30.469,626
21.451,644
56.836,399
58.282,2836
59.626,1883
27.07,1608
62.563,1078
59.471,460
28.634,572
34.647,11671
46.752,10044
42.339,1445
36.392,480
130.096,8040
14.058,987
149.843,10251
56.371,467
72.953,1258
16.238,416
32.949,582
78.615,6956
209.833,6103
15.569,347
40.96,3509
17.726,343
13.267,309
336.335,3637
31.175,712
44.364,1846
24.92,1294
20.882,308
28.362,2442
19.473,511
107.439,5888
9.847,481
25.913,622
20.616,933
314.059,1442
90.715,7771
16.282,1378
38.699,804
25.042,326
238.376,2331
520.53,5096
58.482,1465
18.521,661
13.557,404
44.986,1952
227.273,4464
20.566,716
32.758,3226
31.749,375
23.175,341
56.227,997
19.859,425
48.746,11303
37.317,588
26.154,755
22.876,615
61.704,525
59.43,755
28.637,956
38.837,1637
23.219,584
307.937,2948
25.109,1413
16.544,382
15.281,546
57.458,1354
73.085,7122
26.04,467
14.113,1088
32.903,387
21.242,1446
35.203,2132
11.623,1169
26.179,798
18.241,324
18.602,1510
26.035,708
40.883,5518
23.464,730
62.763,2226
13.377,419
14.933,710
116.381,3702
48.457,632
252.003,9659
34.161,3415
130.02,4703
9.897,385
56.348,5071
18.272,443
48.887,975
63.42,705
26.72,453
13.864,1086
79.25,7614
109.577,4645
128.106,6439
32.492,701
23.628,2228
16.099,833
18.674,1057
37.465,832
29.353,338
17.173,317
30.132,908
58.261,2495
60.331,3134
10.505,921
26.258,510
72.284,7443
46.45,3449
58.263,4811
30.232,851
25.953,1409
41.292,1027
24.899,487
54.468,413
98.77,7709
21.928,547
13.981,516
55.295,950
134.563,9734
23.687,541
13.617,418
27.455,1553
29.532,403
21.144,438
22.876,462
47.324,1397
55.898,1802
19.225,588
43.566,3073
29.768,442
17.265,576
71.978,5646
116.995,7787
19.818,532
18.898,489
21.123,300
35.005,380
89.638,6091
55.933,718
19.886,1449
20.094,413
45.342,1804
49.375,2140
41.923,1112
55.664,1119
48.142,1575
58.737,2292
29.727,1180
35.781,354
30.386,381
83.836,375
49.939,4211
19.782,637
20.485,321
21.215,611
40.462,1831
42.708,1610
234.744,2595
46.464,1670
40.988,833
101.111,2599
66.464,6950
34.864,313
22.198,633
21.889,435
28.657,2749
24.601,477
31.987,913
20.893,504
29.024,831
42.779,1956
28.643,948
26.76,850
37.805,442
23.81,631
38.103,1141
13.862,361
29.674,903
25.714,1306
20.867,360
33.287,710
43.996,1102
47.043,1400
130.547,12778
24.078,464
30.575,810
53.827,4851
25.977,387
48.735,486
9.451,895
12.884,407
14.987,476
17.638,312
14.036,483
27.739,4441
37.878,1034
14.309,432
41.042,1986
152.824,379
45.057,1978
41.315,6106
19.899,324
20.473,2135
80.065,735
29.567,558
61.63,386
53.903,1591
21.213,631
35.237,341
24.324,715
23.607,314
18.925,988
46.006,1570
103.92,6856
253.883,1421
16.125,369
7.958,429
31.282,1763
11.018,306
30.395,527
13.349,400
22.242,931
204.648,4216
26.522,846
33.855,1427
29.971,391
34.85,523
57.986,2466
14.543,451
64.904,7265
48.184,409
37.015,482
25.29,338
19.245,505
18.048,406
30.723,2747
21.337,893
22.109,527
40.713,475
59.639,5402
26.369,783
25.871,975
37.926,368
114.327,19233
26.799,335
54.103,9571
22.553,324
25.829,817
45.156,1347
13.135,324
40.412,376
19.124,329
14.419,379
37.203,1983
61.443,4429
36.629,1446
12.24,527
16.088,485
37.923,3526
18.0,344
18.279,467
31.125,1805
14.131,454
82.167,1624
78.529,1761
47.87,1879
47.211,2389
12.002,306
37.207,1216
76.954,2473
27.793,1306
30.847,846
38.275,2599
55.635,2836
382.182,8126
59.447,516
27.71,2387
135.762,2333
119.181,3503
110.922,5874
31.931,456
58.615,2963
27.842,1035
14.984,388
54.364,706
34.098,3245
51.61,1157
166.469,4002
20.964,716
147.223,1906
17.655,371
53.561,2433
25.96,304
23.649,563
102.585,3884
37.762,562
19.688,307
37.239,365
15.035,452
89.229,1947
143.08,4149
38.208,2669
17.936,1483
20.129,390
20.959,372
25.904,1076
47.944,874
26.728,893
87.173,2052
156.979,2117
7.308,1118
19.853,480
18.417,643
38.034,600
44.139,945
46.828,936
146.489,8189
27.374,1971
41.818,420
40.497,325
51.932,4355
99.987,4671
18.642,618
28.205,607
17.929,363
21.536,500
81.632,643
23.735,666
32.573,1567
62.392,6952
38.665,1380
50.128,3808
34.81,1023
33.92,627
33.959,8724
23.628,652
106.988,14699
64.822,2504
18.116,1295
42.848,2871
41.751,1338
15.67,398
21.586,608
91.457,5627
31.087,443
71.056,4940
29.825,533
23.355,585
25.031,1153
29.233,438
25.844,333
98.987,5932
59.441,491
22.677,825
68.219,10569
15.288,338
15.842,1017
21.222,1671
58.348,4068
101.542,5105
103.764,3067
13.71,926
18.401,328
17.457,1259
19.307,354
153.807,2505
12.187,665
26.553,803
27.949,326
13.139,352
30.761,332
15.371,543
17.983,523
53.325,429
85.819,5078
40.99,2941
15.11,555
32.773,2386
107.518,4671
47.322,5930
17.76,310
103.709,6476
15.012,894
60.811,976
25.646,864
60.943,3684
34.862,1084
102.387,11723
18.603,1323
22.663,993
20.978,526
29.694,832
32.41,381
61.217,448
78.066,2727
40.314,601
32.882,917
40.823,440
30.884,1011
35.168,1642
30.406,1054
53.387,3212
56.978,1150
24.094,1357
55.523,2096
21.058,318
27.643,788
35.283,3760
50.403,320
33.502,804
38.737,3659
51.925,1333
126.359,10250
20.807,614
14.568,631
2.338,1257
102.81,4330
52.959,1083
36.479,375
42.391,6676
28.041,421
13.475,425
13.944,509
19.6,1171
4.538,9755
61.015,1283
46.34,555
47.829,1007
64.471,1352
11.232,314
12.179,390
23.967,519
44.83,357
37.429,1551
14.811,576
30.882,1113
74.585,5055
24.098,1537
28.225,1381
28.168,300
23.34,529
65.944,1240
74.999,1750
43.634,1084
19.023,356
71.106,1847
10.789,333
27.948,327
79.387,1013
35.444,349
29.816,725
284.682,5219
634.211,1624
49.353,2389
30.289,549
23.669,527
21.641,417
36.694,508
74.175,5665
18.409,535
26.012,658
55.928,322
29.27,948
18.233,1613
60.78,323
9.425,4081
53.09,453
34.758,376
27.068,1497
29.309,445
24.847,421
23.825,323
34.346,451
18.04,351
40.284,303
7.71,357
264.546,9179
22.398,1070
124.167,13008
118.887,1018
118.991,2479
35.969,586
39.1,3231
14.042,469
27.79,871
43.625,727
42.631,1222
15.402,310
25.467,898
20.547,1217
14.12,1242
62.797,975
101.383,6833
27.202,433
6.598,659
30.088,935
12.849,1091
20.435,2630
26.867,427
25.865,947
30.482,345
19.935,317
14.64,380
21.493,305
39.039,317
34.635,449
9.122,495
60.173,7141
50.021,415
49.549,1267
28.33,1461
69.67,5438
30.368,1048
28.909,1613
53.925,1026
27.73,639
48.245,539
22.93,1653
25.219,453
37.905,585
16.955,359
65.613,2750
17.974,789
28.292,1645
12.34,580
81.367,7711
20.328,456
31.327,1763
25.546,540
29.676,564
44.202,1155
14.423,342
44.606,3236
28.501,418
20.916,358
39.964,885
31.698,4541
30.552,1691
24.766,425
37.772,552
44.019,1196
22.777,1208
28.094,405
17.074,730
99.395,3269
18.806,2154
42.279,1120
5.144,10925
20.383,326
37.722,554
36.879,1189
65.343,4781
43.613,1640
53.389,1271
20.117,2076
134.276,3645
17.894,1551
67.975,3259
149.442,4414
86.898,5069
53.559,627
119.642,3430
49.775,444
41.949,1171
43.036,444
29.637,912
97.888,7934
46.472,1629
25.78,446
55.141,20869
65.39,545
18.517,1164
26.58,495
84.232,2756
37.794,1148
26.882,826
34.565,1648
19.922,406
63.383,940
38.811,3331
21.489,386
21.48,397
7.591,327
29.75,1572
132.101,519
34.623,826
36.449,2343
28.266,2810
20.849,695
73.094,1431
26.472,930
14.269,394
19.319,398
58.988,1963
40.247,1051
15.638,336
44.089,381
109.764,1455
16.875,498
38.893,359
21.499,675
27.176,1671
44.789,1431
15.29,426
12.777,1406
42.51,3366
14.406,422
13.905,538
25.954,1490
28.686,698
19.276,493
137.81,1628
167.734,8054
93.198,1567
48.807,3070
37.64,4331
21.562,353
30.94,982
40.674,1379
87.906,7621
20.186,2376
29.852,884
46.42,1234
19.913,629
30.217,2632
137.771,6606
14.781,399
26.762,911
34.229,864
46.727,1216
23.213,500
30.401,325
30.315,3676
28.384,1411
30.624,368
16.582,524
42.338,2113
23.932,1926
74.259,391
30.714,1161
26.482,997
26.865,1073
34.667,1136
41.84,1760
57.259,2826
6.224,9628
147.74,6632
17.394,300
30.352,364
19.234,730
137.489,8525
30.869,1081
29.375,2407
23.732,559
31.347,455
95.976,6244
23.381,300
12.94,568
29.345,1515
25.614,2271
87.833,971
13.241,365
64.738,2371
27.255,1318
24.244,1338
24.15,489
50.502,1096
21.191,706
43.683,858
32.045,679
48.579,898
29.3,1483
83.49,554
71.31,7071
11.556,1197
8.067,793
44.892,609
35.921,695
121.049,390
52.644,848
92.779,2043
24.538,1673
16.059,448
18.38,613
30.597,643
126.195,6473
29.705,385
11.323,317
37.449,1366
22.194,1033
21.588,388
22.566,861
87.743,2518
89.765,15156
53.99,634
22.961,546
20.111,308
107.301,10999
71.836,8836
36.297,436
46.99,636
61.888,3397
37.028,682
90.518,9967
36.716,4689
56.048,630
25.551,436
46.304,3683
44.548,3160
44.836,1537
49.249,1355
38.606,3335
22.213,595
44.873,1962
33.956,1125
28.602,1101
41.362,810
74.015,673
109.769,5592
76.769,13432
34.877,447
19.963,1055
22.843,339
27.837,313
32.58,398
49.684,2836
25.203,885
127.418,2776
16.952,837
54.826,2897
100.299,3365
45.769,3180
30.792,2116
35.092,3130
26.621,965
19.717,700
9.814,306
28.84,1243
26.892,1184
50.171,855
37.945,2257
28.717,313
43.394,4675
121.46,8314
14.536,802
24.132,408
11.72,711
26.803,631
19.002,467
16.042,310
85.51,9849
13.563,434
29.111,847
22.409,681
17.321,492
103.845,947
20.488,468
143.356,3744
12.721,322
42.582,354
53.702,4753
68.226,3605
24.543,339
24.198,381
37.722,1199
0.932,368
23.665,679
92.911,4953
45.648,1420
32.356,710
21.575,1080
15.649,344
15.69,429
11.317,715
226.501,5935
21.431,422
8.7,381
122.481,755
29.431,410
21.741,1084
17.685,317
56.671,3021
17.963,372
39.462,617
26.936,838
47.9,921
13.57,334
98.333,11393
21.104,881
24.836,425
42.048,314
17.825,923
73.9,1923
171.278,12850
30.125,1257
91.461,302
29.933,2236
65.89,5535
26.428,427
18.958,2450
15.178,322
72.822,4033
48.707,732
25.187,2561
12.084,338
81.974,6664
75.915,6549
32.26,551
82.995,4256
86.626,1316
74.412,12894
15.417,1282
18.845,379
63.616,529
20.111,609
63.433,2659
20.634,1409
32.0,1640
52.561,6227
80.579,4555
49.221,1264
39.934,3097
17.572,464
17.876,352
101.892,5451
32.392,3044
22.876,796
18.588,314
19.361,306
69.695,6558
17.639,544
21.435,908
27.996,931
27.293,877
71.362,1206
11.84,451
29.755,767
16.573,2313
19.351,306
32.128,1189
19.415,549
21.624,485
17.623,348
20.261,372
63.063,9957
24.452,852
39.179,657
19.026,397
75.763,2388
19.32,315
20.905,421
49.843,2713
32.053,534
30.279,597
17.293,629
15.793,714
283.061,956
19.992,327
16.034,555
14.757,1102
20.862,3381
10.639,318
25.479,425
40.985,2303
61.638,953
203.939,21636
90.249,3548
19.279,458
17.147,517
27.527,358
85.524,5485
11.944,358
19.062,897
52.479,1971
21.126,970
15.759,536
12.452,530
18.137,369
22.465,1442
19.234,341
26.833,2378
30.374,1382
48.091,1831
130.651,8700
188.831,4919
98.342,6241
25.027,347
85.77,10862
52.731,860
24.412,514
17.393,1438
13.079,629
16.5,1029
19.182,432
42.878,1195
29.892,436
42.277,873
88.675,3396
54.117,2420
23.523,318
81.141,3391
33.797,1633
20.724,457
17.598,450
91.788,12467
57.429,525
14.521,415
36.234,740
26.895,2395
12.032,411
23.679,433
22.959,736
89.455,858
60.159,2194
32.165,520
19.949,305
35.553,322
7.989,586
11.472,817
16.121,366
47.571,419
24.08,1000
17.43,453
12.458,424
40.795,1126
1.32,497
60.154,2432
30.094,339
25.71,534
22.624,898
79.988,4704
29.467,1990
51.767,339
30.553,369
18.923,541
30.449,1366
32.564,1687
47.669,1983
12.991,508
14.753,758
110.499,6825
29.357,3033
71.019,1909
47.095,1060
41.743,1821
66.027,8301
71.808,1121
20.303,638
38.269,380
22.366,1233
23.734,314
15.003,510
21.942,1162
12.664,647
17.634,410
46.577,612
30.094,372
37.644,779
24.462,1268
19.668,785
16.475,335
106.812,5746
13.104,405
68.729,3674
121.011,10497
87.02,9224
20.226,456
24.36,542
61.123,718
48.418,1967
19.963,549
54.224,2720
35.242,313
27.478,315
28.477,822
55.793,511
25.023,443
23.043,1265
20.674,414
34.937,808
218.838,2477
42.803,968
28.099,1064
13.214,319
11.832,333
23.933,358
21.693,378
13.669,413
25.61,340
18.073,892
82.957,2572
27.185,666
305.049,13640
69.445,12133
23.061,479
29.357,678
19.082,330
22.68,613
14.908,700
36.293,5202
16.978,524
30.47,696
59.694,788
21.367,474
81.96,5955
55.809,689
99.417,3091
48.018,2037
28.652,1644
55.7,1971
42.672,444
23.796,1646
42.225,833
86.369,12006
47.689,387
32.512,715
44.204,1433
31.714,466
83.471,3698
38.999,525
22.688,347
25.869,399
10.91,422
66.719,730
93.311,3928
38.708,1211
20.057,532
21.904,893
56.431,561
15.08,678
85.558,1454
17.716,405
127.589,1483
17.476,440
194.318,2403
161.234,7607
24.745,1063
29.495,925
74.612,6468
37.971,517
87.205,6866
35.88,4412
44.748,703
82.277,7924
25.162,662
29.418,1541
34.49,522
92.184,9893
17.361,346
16.108,490
13.012,374
123.816,4155
48.03,1378
83.462,4322
60.53,9965
13.014,370
12.943,367
68.278,10009
25.091,860
22.071,660
25.032,460
17.609,452
50.505,1134
21.065,653
22.691,349
120.383,9221
29.07,1446
92.866,2061
63.612,7580
30.41,5609
15.927,301
12.566,535
33.558,572
22.421,606
64.842,980
98.872,3362
36.309,1560
17.962,1090
14.987,564
64.713,3603
34.278,1167
69.832,4220
35.491,577
32.298,633
24.455,816
47.642,595
19.003,662
40.403,1518
26.454,577
23.859,375
29.055,2530
21.601,788
55.445,301
17.1,1000
38.848,1074
88.581,922
31.613,510
13.696,347
16.909,306
22.449,539
37.596,806
20.318,837
25.254,1251
42.722,619
25.357,2889
56.299,3320
20.256,777
17.29,581
27.908,1748
31.774,1625
54.908,935
16.022,415
17.564,393
23.132,543
39.017,584
84.626,6118
37.338,3471
14.53,301
34.839,320
13.393,361
68.99,4371
24.225,630
64.178,975
47.691,2194
20.732,420
47.324,1491
51.18,10516
8.934,3260
35.479,1632
79.133,5239
15.298,657
60.428,4583
104.208,6919
18.886,350
21.491,819
13.822,306
52.955,6942
29.884,709
62.984,7849
12.234,335
35.47,2899
15.036,354
30.035,1170
63.608,5192
61.958,866
116.091,3705
60.695,1859
33.82,1528
80.415,1764
9.013,422
25.889,849
45.553,1081
10.847,497
65.316,3640
13.973,310
63.388,1032
21.371,1211
17.417,1278
72.267,878
51.084,1151
80.019,1595
80.72,5569
16.33,901
20.578,843
15.351,509
36.455,7042
28.654,426
42.332,3101
52.908,2503
128.886,3761
22.228,1418
14.733,700
24.456,811
20.393,313
53.146,1068
14.986,768
21.181,617
126.155,5532
22.027,2195
42.574,3568
23.095,334
37.65,1683
18.49,372
23.702,794
69.98,1342
57.11,985
34.222,1699
49.372,686
48.695,1750
45.476,335
26.226,324
18.485,350
17.687,501
38.783,2474
48.008,1456
22.39,325
27.056,1130
73.251,1891
74.781,1551
17.802,387
20.269,647
21.778,781
73.655,806
11.376,381
64.643,2821
23.015,424
13.379,307
231.489,8382
397.036,9558
53.947,1353
40.768,1674
32.701,457
19.619,447
20.004,325
56.627,1115
133.595,570
7.536,479
25.06,475
30.251,1311
37.28,535
85.961,4774
67.579,1831
25.266,462
33.534,817
16.709,816
49.666,7691
30.07,987
55.862,1375
82.024,1411
55.002,2066
73.99,6216
17.599,320
23.062,443
45.116,672
379.208,20391
31.518,3267
161.312,975
71.217,1780
22.905,650
20.856,397
22.82,4232
75.442,4934
18.976,399
23.327,777
108.431,7635
31.838,3420
69.607,5838
51.983,4036
38.362,1016
10.664,454
48.739,2187
52.601,1712
20.56,345
25.331,1697
21.726,676
10.869,389
54.496,1881
25.013,478
22.879,454
58.701,881
15.691,347
33.273,1169
21.461,460
90.946,5114
97.213,2616
45.525,1568
17.9,2066
69.432,9650
66.784,5768
49.317,2675
30.03,309
38.396,516
19.032,709
15.432,472
16.818,632
78.691,5808
46.913,386
2.581,641
17.862,403
35.607,749
50.2,1486
30.563,333
30.176,412
20.529,482
20.233,2122
290.674,15277
52.1,10453
37.412,500
45.1,392
12.088,323
12.68,795
96.834,4852
25.636,587
23.621,1120
402.219,15227
61.542,8612
38.521,2453
36.055,688
30.516,598
18.184,384
68.811,13219
18.088,324
28.037,725
33.616,711
131.808,878
10.621,303
33.415,305
28.592,330
49.652,1186
60.281,3065
70.021,5089
35.389,1676
18.195,363
39.552,1469
16.021,335
19.973,1347
33.458,1173
8.54,402
49.031,303
16.374,571
32.307,1852
29.144,526
16.957,307
96.368,5912
62.314,4846
62.138,1141
24.946,710
52.096,3998
19.95,437
17.498,762
10.872,1015
22.872,1696
44.309,961
40.153,1786
10.64,405
74.173,4725
23.59,454
6.453,10297
52.005,1569
84.059,5246
50.54,3760
52.432,456
60.188,1151
13.271,416
19.399,436
12.156,329
30.779,345
24.85,589
111.916,1787
29.89,592
158.862,6892
14.0,511
70.823,6701
14.829,935
50.547,393
29.002,1163
77.388,1147
50.29,1053
45.422,5167
83.265,14880
17.472,345
18.117,541
86.714,4826
25.464,695
12.149,343
6.951,647
22.897,1187
108.889,15376
62.342,2360
19.548,1227
45.019,309
69.833,1821
46.287,1843
30.351,620
167.161,475
29.711,1870
102.995,14805
11.988,368
32.627,966
164.397,2377
96.097,9625
19.758,408
26.586,448
23.803,366
68.049,2163
137.836,2334
28.101,307
77.251,2729
61.846,347
17.921,310
20.621,333
15.741,351
17.502,1217
100.523,1129
36.351,2228
18.432,1008
22.151,493
50.095,2889
53.163,1443
55.795,2874
12.082,442
22.081,642
53.855,1860
26.165,1670
48.265,4552
9.413,370
37.022,443
20.796,1014
24.672,1712
42.824,1831
36.14,797
18.994,1391
65.15,2802
24.902,421
49.037,4832
30.753,360
35.12,5188
18.12,349
30.819,3587
27.361,444
21.875,566
24.889,852
44.965,3109
38.983,1870
22.565,480
13.562,307
23.333,10854
41.531,2180
37.308,543
12.581,383
40.76,773
40.659,359
76.041,3813
21.018,1300
18.47,813
24.153,485
52.742,2105
32.569,1851
30.323,430
92.958,5974
12.812,462
19.841,1078
40.32,2106
47.189,562
244.155,4396
27.042,725
23.957,758
22.424,1358
25.474,1743
237.515,2310
17.98,598
49.673,1322
23.523,907
29.616,3340
203.609,1482
33.824,2538
25.846,498
17.221,1161
21.003,4280
14.037,413
46.413,303
140.537,6434
13.162,341
25.158,342
58.226,5861
82.801,1340
26.29,2034
51.981,644
16.328,517
19.283,1374
24.001,773
47.158,946
37.398,579
20.985,481
18.626,668
21.1,883
21.752,632
39.788,3687
151.107,592
43.678,1374
36.768,473
271.722,5721
42.002,1645
49.997,688
82.168,1462
296.722,7670
66.498,5531
25.735,721
49.298,492
27.172,810
75.973,1471
29.873,2588
17.057,472
37.167,2010
39.073,656
15.686,509
31.891,744
24.252,356
22.481,338
30.064,5163
98.949,5500
17.381,1801
16.11,574
16.862,382
22.95,1120
27.762,404
13.968,976
143.526,365
57.226,2386
72.866,4723
66.956,2060
69.367,353
19.465,359
16.814,427
28.627,851
20.237,346
18.566,333
18.324,474
9.357,4507
54.827,5324
107.05,525
106.957,1864
17.189,320
13.984,467
11.567,395
39.49,2280
180.365,572
11.997,302
123.839,4001
93.1,2073
40.455,1152
15.653,635
46.385,584
21.498,356
37.676,1481
17.717,533
25.941,932
152.083,1224
23.504,406
111.58,1632
38.04,1813
29.255,385
34.077,3764
30.362,1928
7.863,384
25.613,1663
130.627,20599
179.112,4239
41.8,3998
16.826,405
34.56,495
18.102,302
22.251,604
19.432,933
64.982,771
17.483,321
70.095,3869
10.376,325
22.347,496
55.71,1401
16.593,305
16.494,382
53.631,7169
33.367,621
75.568,1015
6.462,642
53.575,1543
20.301,1324
29.071,2578
37.288,461
11.589,409
22.281,371
14.14,326
58.699,6383
29.04,301
75.913,716
26.355,796
19.923,733
7.753,303
18.697,978
56.677,313
17.05,449
23.217,1782
82.135,1421
20.382,947
18.478,405
10.869,339
46.462,1985
28.14,442
58.841,1639
42.086,1085
47.466,709
29.663,514
37.564,4967
34.697,2474
44.85,1731
25.967,899
20.794,1141
8.844,404
22.928,413
33.405,829
20.263,356
17.753,362
25.132,420
31.493,1033
54.271,698
42.197,664
24.608,2260
42.256,3974
19.671,341
120.778,1773
59.807,1186
16.43,421
23.33,393
51.802,2510
56.326,821
38.517,898
95.363,3797
21.112,416
9.109,1627
26.225,1517
119.602,1018
39.227,425
16.062,570
39.769,4355
18.206,338
143.937,1151
23.747,960
18.877,665
24.978,399
39.759,376
52.214,1938
20.321,590
32.923,1996
19.852,553
25.789,499
19.608,366
56.347,955
94.343,636
17.127,539
25.186,495
68.085,729
71.382,7984
20.763,394
16.873,376
43.355,2223
37.17,4851
95.777,573
42.147,871
14.417,536
127.932,5081
402.05,3849
45.58,631
337.718,3966
17.956,529
